4.09,21
4.22,104
3.57,21
3.90,187
3.77,492
3.65,21
3.91,76
4.02,104
3.47,49
3.95,21
3.66,49
3.77,76
3.41,49
3.69,76
3.97,21
3.66,21
4.06,160
3.78,132
3.68,48
3.51,132
3.61,21
4.04,21
3.83,104
3.65,49
3.69,104
3.44,77
3.77,48
3.86,132
3.64,49
3.60,104
3.96,21
3.70,21
3.51,21
4.03,77
4.04,298
3.55,187
3.94,49
3.96,132
4.64,21
3.57,76
4.47,105
4.17,21
3.94,132
4.99,187
4.31,76
6.32,49
5.16,49
3.79,21
3.95,21
3.91,76
3.73,77
3.83,187
3.94,326
3.81,132
3.96,21
3.87,49
4.01,132
3.93,48
4.73,132
4.19,271
3.98,160
3.99,326
3.97,187
4.13,49
4.07,270
4.04,49
4.11,21
3.85,249
4.35,21
3.60,105
4.92,353
4.13,104
3.92,49
6.05,160
3.71,160
5.08,132
3.54,48
4.59,160
3.53,21
3.88,21
4.48,132
5.77,159
3.68,49
4.10,160
4.16,132
3.76,48
3.74,21
4.34,133
4.09,298
3.86,48
4.09,21
3.61,21
3.65,49
3.75,21
3.68,104
4.05,104
4.26,21
3.67,21
4.06,188
4.06,21
3.79,104
4.08,49
5.55,48
3.98,105
3.99,298
4.11,49
3.89,48
4.10,132
3.97,271
5.10,159
5.23,21
3.78,21
3.33,49
4.13,326
3.95,104
3.95,21
3.57,21
3.73,271
4.21,76
3.46,243
4.22,493
3.82,48
4.14,105
3.94,21
3.78,270
4.15,215
4.08,21
3.87,299
4.02,243
3.96,187
3.73,21
3.67,21
3.36,49
3.83,48
3.81,49
4.01,104
4.08,77
4.14,215
4.04,104
4.23,49
3.96,21
3.37,21
3.75,21
4.27,21
3.99,159
3.68,21
4.10,21
4.40,21
3.87,104
4.09,49
3.97,132
4.06,21
3.99,159
5.01,21
4.14,21
4.13,271
3.93,49
3.81,104
4.08,49
3.81,20
3.98,21
3.88,49
4.21,76
3.94,132
4.09,48
3.93,21
4.05,49
4.27,131
4.23,159
3.56,49
4.12,159
4.03,49
4.11,104
3.51,187
4.12,270
3.76,48
3.99,437
3.97,242
4.17,21
3.87,49
4.01,21
4.14,104
4.30,132
3.86,21
3.83,187
3.63,20
3.97,21
4.26,21
4.20,21
3.76,21
3.97,49
4.10,21
3.89,104
4.07,159
3.92,77
4.13,20
4.17,21
3.80,21
4.16,21
4.20,132
4.08,76
4.02,49
3.83,21
3.82,21
3.91,49
3.78,270
3.98,159
3.99,21
3.89,381
3.92,48
4.01,21
3.58,21
3.94,132
4.19,49
3.86,215
3.77,20
4.25,354
4.33,131
3.90,105
3.84,159
4.20,21
3.52,215
3.66,104
3.81,21
4.00,21
5.07,104
4.04,159
3.65,21
4.16,49
4.01,21
4.24,103
4.05,21
4.11,49
4.11,21
3.97,243
4.07,408
4.27,21
4.03,21
3.68,21
4.47,49
4.17,21
3.75,76
3.84,270
4.26,76
4.27,21
4.13,21
3.93,49
3.74,76
3.94,187
4.43,160
4.01,381
3.93,214
4.01,354
4.24,187
3.90,159
3.81,77
3.85,76
3.93,21
3.74,298
3.57,214
3.86,21
3.94,77
3.85,49
3.76,76
3.80,132
3.51,49
4.14,21
4.06,21
3.79,21
4.22,48
3.72,299
4.11,159
3.92,243
4.00,188
4.21,132
5.32,769
3.57,49
4.11,21
3.98,77
4.09,21
3.83,21
4.16,132
3.69,353
4.24,188
3.72,159
3.69,49
3.73,49
3.80,160
3.68,104
3.61,159
3.79,77
3.97,49
4.02,187
3.74,49
3.50,409
3.98,49
3.98,104
3.98,21
6.02,48
3.98,49
3.80,271
4.08,187
3.75,49
4.06,104
4.51,132
4.18,132
3.94,21
3.74,21
3.82,48
4.08,49
4.17,21
3.92,77
3.98,21
4.09,21
4.06,48
4.28,243
3.79,49
4.13,104
3.56,21
4.18,21
4.10,21
3.82,21
3.97,49
4.19,48
3.57,188
3.95,49
3.90,104
3.81,21
3.93,104
4.18,49
3.89,104
3.78,21
3.66,48
3.97,21
3.58,21
3.61,271
4.17,21
3.97,21
4.01,76
3.60,21
3.86,77
3.84,48
3.80,49
3.97,104
4.06,77
3.86,270
4.15,49
3.85,21
5.80,76
4.14,21
3.78,49
3.69,49
4.04,243
4.01,187
4.20,160
3.83,21
3.80,104
3.88,49
4.00,159
3.89,271
3.83,49
3.62,104
4.08,21
4.04,21
3.96,76
3.79,160
4.17,21
4.31,104
4.21,77
4.02,21
4.15,21
4.14,21
4.09,104
4.01,48
4.06,49
4.49,21
4.27,104
4.10,160
3.88,21
4.10,76
4.16,49
3.89,49
4.19,104
4.14,21
4.00,49
3.67,48
3.86,49
3.94,21
3.85,21
3.94,188
4.24,215
4.74,48
3.90,21
4.00,21
3.71,21
4.09,21
4.11,77
3.45,104
4.12,49
3.98,21
3.77,21
3.66,104
3.88,49
3.62,21
4.04,21
3.98,21
3.91,21
4.16,48
3.74,77
4.12,104
3.86,21
3.97,21
3.50,21
3.94,271
3.74,20
4.10,49
4.10,49
3.89,21
3.77,131
4.15,49
4.18,21
5.11,104
3.86,103
3.67,49
3.91,21
4.19,21
3.88,104
4.28,21
3.53,131
4.00,21
4.04,49
4.01,21
5.27,21
3.65,215
3.92,187
3.74,76
3.98,21
3.80,21
3.78,21
3.91,21
3.77,49
4.13,48
3.67,21
4.23,187
4.25,49
4.06,132
4.30,76
4.16,21
3.72,76
3.90,21
3.59,21
3.85,21
4.05,21
4.01,104
3.96,21
3.55,48
3.87,49
3.91,21
5.08,21
4.22,132
3.97,21
3.93,21
4.99,21
4.07,21
4.04,76
4.01,48
4.07,215
3.84,49
3.59,48
4.08,49
4.07,132
4.01,76
3.99,214
3.89,48
3.72,21
4.14,160
4.09,76
3.97,21
3.89,21
4.09,21
4.06,49
4.06,21
4.16,48
4.42,160
3.88,76
3.86,21
3.98,48
3.73,49
3.95,215
4.02,21
3.92,21
3.74,21
4.21,21
3.91,21
4.19,21
4.25,48
4.06,21
4.04,49
4.35,21
3.97,21
4.05,21
4.09,21
4.00,21
3.93,21
3.90,76
4.19,48
4.01,21
3.99,160
4.10,76
3.96,21
4.15,21
3.68,49
3.91,21
4.16,76
3.85,76
3.96,160
4.13,132
4.13,48
4.19,49
3.86,132
3.86,243
4.03,21
3.95,21
4.29,132
4.06,104
4.16,48
5.21,77
3.75,21
4.03,21
4.33,21
3.78,104
3.78,49
3.80,132
4.16,104
4.02,49
4.22,76
3.65,49
3.78,48
3.82,132
3.94,21
3.95,243
4.07,21
4.04,49
4.07,187
4.24,160
4.19,48
3.89,21
3.82,21
4.21,21
3.99,49
3.69,49
4.91,48
4.26,21
4.04,77
4.01,104
4.32,49
3.99,21
3.94,49
3.76,437
3.90,21
3.78,21
4.24,215
4.28,21
4.13,48
3.56,77
3.87,49
3.95,48
3.96,104
3.99,49
3.67,77
5.22,21
3.92,21
4.14,104
3.98,48
3.79,49
3.99,49
3.94,21
3.75,21
3.75,21
3.59,104
4.12,49
3.86,104
3.96,49
4.05,298
3.86,21
4.05,21
4.25,104
3.70,21
3.76,49
3.84,49
3.84,187
3.81,271
4.08,132
3.75,21
3.83,21
3.93,21
4.73,76
3.66,49
4.21,104
4.24,21
4.25,21
4.16,21
4.17,132
5.01,132
3.54,48
4.20,49
3.57,243
3.95,49
3.25,21
3.83,21
3.92,243
4.02,21
4.01,76
3.57,49
3.95,76
3.90,21
3.89,21
3.99,21
3.99,132
3.91,49
3.45,21
3.88,21
4.04,21
3.68,21
4.15,243
4.05,132
3.87,76
4.04,21
3.88,187
3.60,21
3.98,21
3.71,21
3.89,21
4.05,21
3.53,49
3.94,160
3.84,21
4.24,21
4.19,21
4.13,48
4.06,132
4.07,21
3.93,21
3.53,49
4.18,298
3.74,160
4.19,187
3.82,21
3.97,21
4.17,21
3.77,49
4.06,49
4.30,48
4.26,410
3.99,48
4.22,49
3.81,132
3.96,104
3.91,132
4.00,271
4.09,132
4.08,21
3.84,21
3.88,48
3.87,21
4.10,21
4.21,77
3.99,49
3.92,187
3.50,187
4.19,77
4.19,186
4.31,270
4.28,546
3.89,104
3.63,21
3.75,159
4.12,159
4.06,77
3.93,20
3.90,21
4.11,21
4.21,547
4.00,21
3.93,132
4.22,409
4.02,21
3.66,214
4.17,187
3.71,49
3.79,298
4.01,21
3.74,519
3.82,76
4.13,21
3.85,769
3.88,21
4.08,325
4.85,160
3.90,76
3.75,325
4.30,21
3.78,21
3.88,243
3.94,21
3.86,519
4.00,49
3.80,21
3.62,21
4.13,325
4.19,824
3.87,243
4.05,298
4.18,325
4.15,132
3.82,132
3.88,48
5.26,243
3.76,76
4.27,77
3.93,21
4.02,21
3.81,21
4.06,20
4.06,160
4.18,21
3.98,215
3.69,131
4.07,104
4.20,21
3.69,21
4.88,21
3.93,132
3.81,990
3.91,243
4.31,298
3.64,20
3.99,21
4.10,21
3.83,21
4.09,132
3.96,243
3.88,76
3.90,21
3.97,21
3.87,104
4.16,21
4.04,159
4.18,21
4.07,21
4.05,21
3.68,242
3.93,21
4.32,298
4.24,243
5.28,1267
4.07,76
4.02,21
3.92,215
4.36,48
3.69,132
5.26,48
4.37,104
3.59,21
3.76,21
3.45,243
4.18,48
4.07,132
3.99,21
3.95,49
3.73,104
3.83,298
4.07,49
3.85,104
3.49,76
4.09,21
3.77,21
3.75,188
3.83,21
4.06,104
4.19,132
4.04,243
4.02,21
3.87,104
4.09,492
3.67,243
3.95,298
4.09,105
4.30,21
4.00,104
4.08,159
3.91,21
3.91,21
3.87,216
4.02,104
3.93,104
4.14,21
4.19,21
3.92,76
6.08,104
4.41,22
3.95,131
4.01,49
3.65,271
3.40,49
3.86,48
3.82,21
3.88,21
5.25,104
3.79,22
4.13,603
4.04,21
3.79,271
4.11,48
4.13,49
4.08,188
4.07,48
5.32,104
3.83,21
3.90,105
3.86,48
3.78,49
4.07,132
3.84,49
3.45,104
4.19,21
4.06,21
4.95,159
3.99,105
3.87,21
4.94,20
4.04,22
3.67,242
4.24,243
3.70,215
4.85,21
3.50,271
3.56,160
4.20,48
3.66,21
4.04,104
3.89,49
3.98,132
4.19,326
3.65,465
3.78,132
3.91,21
4.16,160
3.83,132
3.73,104
4.09,159
3.71,215
3.95,21
4.11,21
3.94,49
4.02,104
3.74,49
3.78,21
4.15,21
4.18,49
4.12,159
3.80,105
4.02,104
3.69,381
3.78,160
3.87,21
3.79,132
3.77,132
3.65,215
3.87,21
3.59,160
3.64,159
3.85,188
3.49,48
4.17,49
3.92,49
3.85,298
4.17,160
3.79,49
3.82,48
4.15,188
3.96,48
4.21,49
4.06,21
3.88,21
3.78,21
4.11,49
3.64,104
3.99,132
5.26,48
4.04,49
3.81,49
3.69,21
3.93,49
4.03,21
3.81,298
4.02,49
5.02,48
3.85,77
3.76,21
4.07,215
3.78,21
3.82,132
4.05,132
3.91,21
4.19,21
3.70,49
3.88,104
3.80,48
5.15,21
4.17,49
4.18,104
3.99,188
3.84,187
4.03,243
3.87,49
3.75,104
3.76,21
3.42,21
3.82,21
4.25,132
3.82,49
4.07,48
4.01,21
3.90,21
4.11,271
4.20,21
3.79,76
4.00,49
4.31,48
3.76,21
3.92,76
3.44,76
3.84,187
4.14,21
3.96,159
3.61,48
3.89,21
3.40,21
4.22,21
4.23,21
3.96,21
4.20,49
4.16,76
3.85,21
4.10,21
3.91,21
3.79,21
4.09,76
3.67,48
3.82,21
3.81,21
4.00,21
4.01,21
3.95,159
4.05,49
3.80,49
3.88,21
4.19,21
4.07,76
4.12,298
4.32,131
4.09,21
3.92,21
4.11,49
3.79,104
4.15,21
3.64,76
3.76,21
3.97,21
4.21,104
4.20,21
3.72,21
3.65,21
3.77,104
3.82,76
4.18,21
4.25,132
3.92,104
3.67,21
3.80,21
4.01,21
3.53,104
3.97,104
3.87,187
4.06,21
3.69,21
4.35,21
4.01,21
4.17,21
4.18,104
4.18,159
3.57,104
3.96,21
4.03,104
4.03,21
3.96,21
3.52,21
3.82,48
3.58,49
4.08,21
4.03,76
3.88,21
4.07,21
3.96,21
3.85,21
4.10,21
3.79,132
3.92,187
4.03,187
4.06,21
4.08,48
3.74,49
4.09,21
4.22,21
4.13,21
4.24,104
4.00,76
4.29,21
4.01,21
4.24,21
3.71,76
4.17,49
3.80,21
3.51,21
4.21,76
4.00,49
4.20,21
4.12,104
3.98,159
4.16,21
4.23,49
4.14,49
3.87,49
3.94,48
3.80,49
4.17,21
3.52,21
3.96,49
3.86,104
3.50,76
3.87,21
4.03,49
4.02,49
3.79,76
3.73,21
3.79,21
4.08,21
3.95,21
4.24,21
4.11,77
4.22,48
3.80,132
4.22,188
4.03,76
3.92,49
4.90,104
4.17,104
3.88,49
4.13,49
3.41,187
4.19,49
3.94,48
4.03,21
3.63,49
5.21,49
4.11,215
3.90,76
4.01,49
3.98,49
3.57,21
4.23,21
3.73,21
4.17,21
4.00,104
3.85,49
4.06,21
3.98,21
4.22,21
3.85,21
5.16,20
3.63,49
4.08,49
3.78,49
4.00,21
4.15,21
4.00,21
4.21,21
3.78,104
3.60,49
4.21,48
4.11,21
3.79,21
3.81,77
3.98,48
3.85,49
3.94,21
5.05,21
3.54,21
4.09,21
3.79,49
3.93,21
4.18,132
3.71,21
4.20,76
4.08,49
3.84,159
3.94,77
4.21,49
3.86,48
3.75,21
4.08,21
3.82,21
4.21,21
3.99,21
4.20,77
4.18,104
3.94,21
4.06,104
4.13,49
4.11,215
3.71,48
3.91,243
3.86,49
3.83,243
3.80,76
4.20,21
3.65,77
3.75,48
3.32,49
3.72,21
3.61,21
3.92,21
3.91,49
4.34,49
3.81,21
3.83,21
4.22,131
3.87,49
4.07,49
3.95,49
3.80,21
3.99,21
4.16,21
4.10,48
3.90,77
3.49,21
3.80,21
4.26,21
4.22,21
4.11,21
3.57,21
3.67,21
3.93,76
3.93,49
3.80,76
4.10,49
3.87,49
3.41,242
3.54,49
3.50,49
4.01,215
4.02,49
3.88,48
3.86,21
4.14,21
4.32,132
3.77,49
4.08,21
3.71,21
4.11,21
4.70,76
4.23,49
4.28,187
3.92,49
3.90,354
3.99,21
4.19,160
4.33,48
3.67,21
4.04,188
4.23,187
3.88,20
3.43,49
3.80,76
4.07,21
3.83,21
3.98,131
4.30,49
3.84,131
4.21,132
4.18,76
4.07,21
3.62,77
3.59,21
3.81,21
3.87,297
4.23,21
3.96,77
3.85,21
3.85,21
3.91,76
3.74,49
3.91,20
3.94,49
4.36,21
4.13,49
4.13,104
3.97,297
3.81,132
3.50,21
3.61,21
4.12,104
3.73,21
3.97,242
3.90,21
4.05,21
3.80,21
4.20,49
3.72,76
4.19,243
3.80,159
4.22,104
3.88,242
3.99,243
4.03,159
3.68,21
3.79,21
3.91,132
3.87,21
3.72,159
4.16,187
3.51,21
3.83,77
5.40,20
3.92,215
3.75,243
4.23,131
3.77,160
4.05,48
5.23,381
4.09,21
4.35,464
3.74,21
3.42,21
4.00,824
3.62,49
3.72,49
3.85,21
4.12,159
4.01,21
3.70,21
4.06,21
4.07,21
5.32,131
3.69,160
3.80,132
3.92,491
4.05,492
3.64,575
3.82,48
3.76,132
4.03,49
3.81,215
3.66,242
3.83,76
3.50,21
4.30,21
3.75,21
3.82,160
3.74,242
3.52,187
4.14,132
3.87,298
3.54,270
4.86,21
4.06,76
3.88,49
4.06,76
4.10,21
4.16,21
3.86,104
3.90,21
3.71,132
3.79,104
3.84,132
4.09,326
3.69,21
4.03,21
3.62,105
3.83,187
3.86,298
4.07,21
4.32,742
3.91,215
3.84,548
4.12,132
4.10,21
3.95,271
3.91,21
4.03,76
4.27,132
3.72,21
4.04,21
3.89,21
3.63,132
3.92,104
4.29,132
4.08,49
4.31,76
4.11,21
3.80,299
3.85,104
3.96,132
3.87,49
4.17,48
4.20,49
3.66,21
3.91,77
3.89,187
3.82,21
3.93,21
3.89,104
4.10,49
3.83,76
3.64,21
3.74,243
4.18,76
3.84,21
4.08,77
3.75,76
3.76,21
4.06,104
4.06,22
3.86,325
3.74,21
4.10,105
3.79,104
3.95,159
4.19,77
4.21,76
4.04,21
5.34,104
4.31,49
3.86,132
3.70,49
4.23,132
3.74,21
3.92,21
4.13,48
3.76,105
4.14,132
3.96,104
3.97,215
4.15,49
4.15,48
3.87,21
4.01,21
4.04,21
3.80,215
4.04,49
3.90,49
4.23,132
5.40,21
3.55,21
4.26,21
3.71,159
4.07,326
3.98,21
4.32,77
4.29,49
4.11,159
4.08,77
6.01,48
3.28,77
4.34,48
3.94,49
4.21,49
4.25,76
3.79,21
3.88,21
3.91,299
3.79,48
3.79,49
4.08,104
3.91,21
3.84,105
3.84,76
3.75,21
3.75,160
3.80,159
4.18,299
3.73,215
3.59,132
5.16,131
4.21,49
3.99,105
3.58,21
3.93,20
4.22,21
4.09,271
3.97,49
4.21,132
4.12,21
3.89,21
3.96,21
3.77,48
3.73,104
3.59,21
4.05,21
3.82,49
4.24,49
3.84,49
4.03,76
3.86,21
3.90,49
3.64,104
3.88,49
4.15,21
4.08,76
4.09,49
4.01,49
4.03,48
3.80,188
3.86,215
3.69,160
4.13,131
4.26,49
4.13,160
4.17,326
5.03,131
4.11,21
4.02,49
3.59,132
4.31,21
3.90,21
4.24,104
3.94,49
3.75,103
3.76,77
3.91,21
3.96,76
3.97,48
3.80,76
3.98,49
4.30,159
4.00,797
3.91,214
3.94,77
3.89,21
4.07,21
3.55,159
4.13,602
4.07,21
3.80,21
3.82,104
3.76,409
4.13,21
4.04,48
3.87,354
3.97,768
3.70,104
3.89,437
3.46,131
3.86,547
4.18,326
3.86,132
4.25,48
4.24,77
3.69,76
4.22,49
3.97,131
5.06,104
3.98,21
3.62,298
4.02,21
3.79,104
4.07,21
3.71,76
4.14,270
4.01,77
4.04,464
3.77,21
3.87,297
4.09,21
3.64,21
4.01,21
4.26,21
4.21,104
4.27,21
3.69,187
3.89,77
4.02,159
3.90,49
3.87,48
3.73,49
3.95,49
4.08,21
4.00,48
4.02,243
4.03,104
4.19,76
4.14,21
4.24,21
3.85,242
3.84,77
4.11,48
3.66,49
4.03,21
4.02,21
4.27,76
3.59,76
3.64,21
3.53,21
3.81,49
5.24,21
3.90,575
3.78,76
4.23,353
3.73,21
4.23,160
4.10,21
4.20,76
4.20,104
3.79,76
4.17,21
4.26,21
4.17,21
3.60,21
3.82,49
3.85,76
4.16,187
4.03,243
3.99,76
3.95,49
3.40,21
3.96,242
3.58,49
3.72,132
3.54,160
3.95,409
4.25,49
3.74,187
3.94,132
3.72,243
3.81,21
3.60,270
3.70,243
4.23,21
3.93,21
3.92,132
4.02,160
3.98,132
3.74,48
5.12,21
3.81,21
4.10,77
3.87,104
3.99,49
3.99,215
3.46,21
3.80,76
3.80,104
4.06,77
3.83,104
4.19,49
4.18,49
3.87,242
3.75,465
3.57,243
4.20,49
4.25,48
4.09,49
4.13,21
4.25,188
3.83,21
4.24,104
4.75,49
4.19,48
4.01,77
3.78,21
3.98,76
3.75,49
3.86,48
3.98,49
3.58,21
3.87,49
3.66,104
3.75,104
4.15,104
3.96,49
4.15,132
3.93,104
3.75,160
5.30,48
4.10,188
4.02,49
4.19,48
3.62,49
3.89,21
4.01,21
3.83,49
4.25,104
4.17,49
4.21,298
3.58,76
4.05,49
3.93,49
4.12,76
4.26,21
3.94,21
3.93,49
4.09,104
3.93,104
4.18,354
4.37,49
3.82,132
4.10,49
4.44,48
4.04,49
4.24,21
3.63,21
4.08,21
4.30,132
3.51,49
3.83,21
3.84,132
3.67,104
4.26,215
3.81,49
4.34,104
4.11,215
3.89,49
3.68,48
4.27,49
4.17,160
3.54,104
3.66,132
4.23,49
4.20,48
4.19,49
3.87,21
3.47,21
4.13,21
4.16,21
4.09,21
4.04,49
6.15,48
4.09,49
3.75,21
3.81,160
4.14,49
4.05,48
4.23,49
4.28,159
3.77,160
3.92,76
3.96,519
4.42,188
3.85,104
4.90,48
5.87,77
3.91,49
3.94,48
4.03,21
4.38,21
3.98,21
3.77,21
4.21,77
4.27,48
3.53,49
3.76,21
3.91,21
4.15,21
4.00,77
3.96,104
4.25,132
5.76,48
3.72,216
4.64,104
4.67,132
3.91,104
5.02,326
3.52,21
3.95,160
3.77,76
5.16,76
